Designator,Mid X,Mid Y,Rotation,Layer
J1,130.2,-97.125,270.0,bottom
SW1,139.325,-89.175,0.0,top
SW2,139.325,-97.725,0.0,top
SW3,139.325,-106.275,0.0,top
SW4,139.325,-114.825,0.0,top
SW5,139.325,-123.375,0.0,top
SW6,139.325,-131.925,0.0,top
SW7,139.325,-140.475,0.0,top
